star_name,ra,dec,class
LHS 1140,00h 44m 59.31s,−15° 16′ 16.7″,M4.5
HD 116029,13h 20m 39.5422s,+24° 38′ 55.3099″,K1IV
HD 99706,11h 28m 30.2137s,+43° 57′ 59.6854″,K0IV
Gliese 1148,11h 41m 44.6360s,+42° 45′ 07.1048″,M4Ve
K2-229,12h 27m 29.5848s,−06° 43′ 18.7660″,K2V
HD 216520,22h 47m 31.8765s,83° 41′ 49.2993″,K0V
CD-23 12010,15h 00m 29.4845s,−24° 27′ 14.6952″,K7V
K2-187,08h 50m 05.6682s,23° 11′ 33.3712″,G
Pr0211,08h 42m 11.4988s,19° 16′ 37.2396″,G9V
Gliese 180,04h 53m 49.9798s,−17° 46′ 24.294″,M2V
Gliese 414 [nl],11h 11m 05.17s,30° 26′ 45.66″,K7V
Gliese 2056,07h 12m 04.81s,−24° 53′ 31.49″,M0V
HD 25723,04h 04m 22.72s,−12° 47′ 32.27″,K1III
AU Microscopii,20h 45m 09.53s,–31° 20′ 27.24″,M1V
TOI-178,00h 29m 12.30s,30° 27′ 13.46″,K
HIP 171,0.540188,27.084489,G3V
HIP 544,1.65221,29.021935,K0V
HIP 677,2.096533,29.090828,B9p
HIP 746,2.29204,59.150218,F2III-IV
HIP 910,2.816284,-15.467323,F5V
HIP 1599,5.007976,-64.877623,G0V
HIP 2021,6.413342,-77.255035,G1IV
HIP 2072,6.550484,-43.679909,A6VN
HIP 2081,6.570281,-42.305122,K0IIIB
HIP 2941 A,9.332446,-24.767225,K1V+G
HD 3651,9.842061,21.251374,K0V
HIP 3419,10.896785,-17.986684,K0III
HIP 3765,12.093888,5.283389,K1V
HIP 3821 A,12.271253,57.816548,G3V
HIP 3909,12.532185,-10.64377,F7V
HIP 4151,13.267831,61.123557,F8V
HIP 5336,17.053838,54.924228,G5Vp
HIP 5862,18.794032,-45.532097,G0V
HIP 6537,21.005854,-8.183256,K0 III
HIP 6686,21.453968,60.235283,A5 IV
ups And,24.199904,41.406385,F8V
HIP 7751 B,24.946846,-56.196441,K0/4
HIP 7918,25.443815,42.613807,G2V
HD 10647,25.621463,-53.740575,F8V
HIP 7981,25.624791,20.270151,K1V
tau Cet,26.021364,-15.939556,G8.5V
HIP 8362,26.933601,63.853101,K0V
HIP 8497,27.39663,-10.686181,F0V
HIP 8796,28.270416,29.579397,F6IV
HIP 8903,28.659788,20.808299,A5V...
HIP 9007,28.986802,-51.609587,G8IIIBCNIV
HIP 9236,29.691133,-61.569924,F0V
alf Ari,31.792858,23.462777,K2III
GJ 86,32.600007,-50.825315,K1V
HD 13931,34.197414,43.772995,G0
HIP 10644,34.260073,34.22483,G0V
HIP 10670,34.328613,33.847195,A0
HIP 12114,39.015969,6.883364,K3V
HIP 12706 A,40.825519,3.236172,A2Va
HIP 12777,41.0487,49.228666,F7V
HIP 12828,41.234889,10.11422,F1III-IV
HIP 12843,41.274923,-18.572651,F5/6V
HIP 13402,43.132878,-12.769254,K1V
HIP 14146,45.598305,-23.624336,A4V
HIP 14576,47.042207,40.955651,B8V
HIP 14632,47.262014,49.6135,G0V
HIP 14668,47.374046,44.857544,K0
HIP 14879 A,48.017833,-28.989106,F8V
HIP 15330,49.435288,-62.576899,G3/5V
HIP 15371,49.546404,-62.507935,G2V
HIP 15457,49.839745,3.369971,G5V
HD 20794,49.97177,-43.071549,G8.0V
HIP 16245,52.342444,-62.938434,F3IV/V
eps Eri,53.23509,-9.458306,K2.0V
HIP 16852,54.218829,0.402833,F8V
HIP 17378,55.812317,-9.765199,K0IV
HIP 17440,56.048145,-64.807094,K0IV SB
HIP 17651,56.712454,-23.248438,F3/5V
HIP 18907,60.789085,5.989305,A0.5 Va
HIP 19747,63.500477,-42.294369,K2 III
HD 26965,63.823492,-7.644558,K0.5V
HIP 19859,63.87027,6.187121,G0IV...
HIP 19893,64.006214,-51.487096,F0V
HD 27442,64.121181,-59.301748,K1/2III
alf Tau,68.980002,16.509762,K5III
HIP 21770,70.14093,-41.86357,F1V
HIP 22263,71.900884,-16.934867,G3V
HD 30562,72.150843,-5.673439,G5V
HIP 22449,72.458909,6.961247,F6V
GJ 179,73.023506,6.477293,M4
HIP 23311,75.202822,-5.750979,K4III
HIP 23693,76.377877,-57.472989,F6/7V
HIP 23835,76.86115,18.645007,G4V
HIP 23875,76.962641,-5.086263,A3IVn
HIP 24205,77.943097,4.403873,G1/2V
HIP 24608,79.172065,45.999029,M1:comp
HIP 24813,79.78366,40.100667,G0V
HIP 25278,81.10546,17.383552,F8VSB
HD 39091,84.286636,-80.471675,G1V
HIP 26779,85.334721,53.48233,K1V
HIP 27072,86.116562,-22.447487,F7V
HIP 27288,86.738957,-14.821947,A2VANN
bet Pic,86.821181,-51.066713,A5V
HD 38858,87.145434,-4.094087,G3V
HIP 27628,87.739803,-35.769292,K1.5III
HIP 27654,87.830399,-20.879089,G8 III/IV
HIP 27890,88.524584,-63.091021,K1III/IV
HIP 27913,88.596183,20.276415,G0V
HIP 28103,89.101326,-14.168038,F1V
HIP 28360,89.882373,44.947435,A2V
HIP 29271,92.55918,-74.752528,G6V
7 CMa,99.170829,-19.255709,K1III(+M)
HIP 32349,101.288541,-16.713143,A1.0V
HIP 32362,101.32264,12.896055,F5IV
HIP 32607,102.048071,-61.94198,A7IV
HIP 33202 A,103.660808,13.178016,F0Vp
HIP 34065,105.989168,-43.608984,G3V
HIP 34834,108.140587,-46.759564,F0IV
HIP 35136,108.958805,47.240416,G0V
HIP 35350,109.523247,16.540382,A2
HIP 35550,110.030789,21.982339,F0IV...
HIP 36046,111.431648,27.79808,K0
HIP 36366,112.277541,31.784079,F0V...
HIP 36850 A,113.650019,31.888636,A2Vm
HIP 37279,114.827242,5.227508,F5IV-V
HD 62509,116.330683,28.02631,K0IIIvar
HIP 37853,116.396575,-34.176551,G0V
HIP 38382 A,117.943099,-13.897191,G2V
HIP 38908,119.442936,-60.303361,G0V
HIP 39757,121.886259,-24.304437,F2MF5IIP
HIP 39903,122.253577,-61.301706,F5V
HIP 40167 A,123.052954,17.648138,G0V
HIP 40702,124.630279,-76.919983,F5V
HIP 40706,124.639138,-36.659533,A4(M)A5-A7
HD 70642,125.367872,-39.705958,G8/K1(III+F/G)
HIP 41312,126.434143,-66.136887,K1 III
HD 72659,128.51329,-1.568217,G2 V
HIP 42438,129.798926,65.020693,G1.5Vb
HIP 42913 A,131.175822,-54.708568,A0V
55 Cnc,133.150554,28.331388,G8V
GJ 328,133.781648,1.549046,M1
HIP 44127,134.803495,48.04235,A7IV
HIP 44248 A,135.161468,41.783444,F5V
HIP 44901,137.218274,51.604727,Am
HIP 45038 A,137.598026,67.134239,F7IV-V
HIP 45170,138.07444,14.995441,G9V
HIP 45238,138.299896,-69.717209,A1 III
HIP 46509,142.286828,-2.768956,F5V
HIP 46651 A,142.675471,-40.466888,F2IV
HIP 46733,142.88154,63.061795,F0IV
HIP 46853,143.218022,51.678602,F6IV
HIP 47080,143.916781,35.810767,G8IV-V
HIP 47592,145.561131,-23.916209,G0V
HIP 48319,147.74733,59.038734,F0
HIP 49081,150.254251,31.924715,G1V
HIP 49593,151.857188,35.244692,A7V
HIP 49669,152.093581,11.967195,B7V
HD 87883,152.179937,34.242406,K0
HIP 49908,152.847346,49.455464,K7.0V
HIP 50191,153.683975,-42.121941,A1 V
HD 89307,154.588699,12.621108,G0
HIP 50564,154.934626,19.471436,F6IV
HIP 50954,156.098919,-74.031545,F2/3IV/V
HIP 51459,157.657351,55.980618,F8V
HIP 51986 A,159.32607,-48.225616,A3MF0-F2
HIP 52727 A,161.692413,-49.420254,G5 IIIA
HIP 53229,163.327666,34.215566,K0III-IV
HIP 53253,163.373193,-58.853265,K1III
47 UMa,164.867566,40.430123,G0V
HIP 53910,165.459961,56.382345,A1V
HIP 54182,166.255125,7.336123,F2III-IVvar
HIP 54872,168.526717,20.524034,A4V
HIP 55642 A,170.980703,10.529698,F2IVSB
HIP 55705,171.220763,-17.684017,A9V
HD 99492,171.694598,3.005864,K2/4
HIP 56452,173.624804,-32.833342,K0V
HIP 56997,175.262605,34.20256,G8Vvar
HD 102365,176.634363,-40.501335,G3/5V
HIP 57632,177.26616,14.572337,A3Vvar
HIP 57757,177.672025,1.765377,F9V
HIP 58001,178.457255,53.694733,A0VSB
HIP 58576,180.184864,-10.444839,G8IV
HIP 59072,181.72022,-64.613639,F0IV
HIP 59199,182.103136,-24.72878,F0IV/V
HD 106515 A,183.777359,-7.257327,G5
HIP 59774,183.856038,57.032598,A3Vvar
HIP 60729,186.702966,-48.912998,G3/5V
HIP 60965,187.466597,-16.515094,B9.5V
HIP 61084,187.791372,-57.112569,M4III
HIP 61174,188.018687,-16.195866,F2V
HIP 61317,188.437886,41.356768,G0V
HIP 61941 A,190.416676,-1.449522,F1V
HIP 62145,191.062094,51.759749,K3V
HIP 62956,193.506804,55.959843,A0p
HIP 63125,194.006943,38.318378,A0 II-IIIp SiEuCr
HIP 63608,195.544159,10.95915,G8 III
HIP 63613,195.56574,-71.548799,K2III
HIP 64241,197.498123,17.529116,F5V
HIP 64394,197.970511,27.876038,G0V
HD 114613,198.014445,-37.803136,G3V
HIP 64583,198.564284,-59.102859,F5V
61 Vir,199.60405,-18.308611,G5V
HIP 65109,200.150273,-36.712081,A2V
HIP 65352,200.913111,2.722842,G8/K0V
HIP 65378 A,200.980916,54.925415,A2V
HIP 65477,201.305898,54.987999,A5VSB
HIP 65530,201.50153,63.260739,G6V
HD 117207,202.337967,-35.570995,G8 IV/V
HIP 66249,203.673978,-0.595938,A0/1IV
HIP 67153,206.423194,-33.043366,F3V
tau Boo,206.816819,17.456774,F7V
HIP 67301,206.885162,49.313267,B3+ V
HIP 67927,208.671317,18.398587,G0IV
HIP 68895,211.592911,-26.682362,K2 IIIb
HIP 68933,211.672186,-36.368696,K0IIIB
HIP 69673 A,213.918114,19.18727,K2IIIp
HIP 69701,214.003687,-5.999526,F6III
HIP 69732,214.095917,46.088306,A3 Va {lambda} Boo...
HIP 70497,216.300081,51.851714,F7V
HIP 71075,218.019824,38.307883,A7IIIvar
HIP 71284,218.669544,29.744807,F3Vwvar
alf Cen B,219.914128,-60.839471,K0V
alf Cen A,219.92041,-60.835147,G2.0V
HIP 71908,220.627854,-64.97457,APSREU(CR)
HIP 71957,220.764843,-5.657429,F2V
HIP 72622,222.719905,-16.04161,A3III/V
HIP 72659 A,222.847018,19.100633,G7.0V
HIP 72848,223.350166,19.152271,K2V
HIP 73165,224.29607,-4.346086,F2V
HIP 73184,224.363965,-21.411281,K4.0V
HIP 73695 A,225.948674,47.654014,G2V+G2V
HIP 74395,228.071228,-52.099247,G8 III
HD 134987,228.370521,-25.309164,G5V
HIP 74824,229.37854,-58.801208,A2/3 IV/V
HD 136352,230.456556,-48.316959,G3/5V
HIP 75312 A,230.800943,30.288241,G2V
iot Dra,231.232391,58.966064,K2 III
HIP 75695,231.957214,29.105703,A8 V: SrCrEu
HIP 76267,233.671623,26.71491,A0V
HIP 76829,235.297982,-44.660559,F3/5V
HIP 77070,236.066649,6.42552,K2III
HIP 77257,236.611441,7.35324,G0Vvar
HIP 77622,237.703713,4.47758,Am(kA2hA5mA7V)
HIP 77760,238.167477,42.449988,F9V
HIP 77952,238.7867,-63.42975,F0III/IV
HIP 78072,239.112476,15.664733,F6V
HIP 78527,240.473766,58.564437,F8IV-V
HD 142022 A,242.562592,-84.231613,K0
14 Her,242.600863,43.81837,K0V
HIP 79672,243.904722,-8.368237,G5V
HIP 79882,244.580368,-4.692511,G9.5 IIIb
HIP 80331,245.997945,61.514075,G8III
HD 147513,246.005146,-39.192989,G3/5V
HIP 80686,247.115838,-70.08467,G0V
HD 150706,247.821959,79.789989,G0
HIP 81300,249.088265,-2.323836,K1V
HIP 81693 A,250.322821,31.601887,F9IV
HIP 81833,250.724014,38.922253,G7.5 IIIb Fe-1
HIP 82396,252.542687,-34.29261,K2IIIB
HIP 82860,254.005665,65.134672,F6Vvar
HIP 83000,254.417794,9.375056,K2IIIvar
GJ 649,254.537184,25.745394,M2
HD 154345,255.651241,47.079804,G8V
HIP 84012 A,257.594427,-15.725148,A2.5VA
HIP 84143,258.038233,-43.23849,F2V
HIP 84379,258.758017,24.839587,A3IVvSB
HIP 84405 B,258.838697,-26.600049,K1.5V
HIP 84478,259.056981,-26.543416,K5.0V
HIP 84709,259.734834,-34.989572,M1.5V
HIP 84720 A,259.76231,-46.6365,M0V
HIP 84862,260.164473,32.470272,G0V
HIP 84893,260.250876,-21.112435,F2/3V
HIP 85340,261.592572,-24.175023,A3MF0(IV)
GJ 676 A,262.547699,-51.636525,M0
HIP 85667 A,262.599465,-1.062504,G6V
HIP 86032,263.733353,12.560576,A5III
HIP 86201,264.237875,68.757189,F5V
HIP 86486,265.098885,-49.415155,F2V
HIP 86614,265.484613,72.149499,F5IV-V
HIP 86736,265.857729,-21.683086,F6/7V
HIP 86742,265.868237,4.566917,K2III
HD 160691,266.036321,-51.833588,G3IV/V
HIP 86974,266.615496,27.722499,G5IV
HIP 87108,266.973175,2.707276,A1 Vn kA0mA0
HIP 87585,268.382202,56.872643,K2 III
HIP 88175,270.120502,-3.690161,F2IV
HIP 88601 A,271.363387,2.502439,K0V
HIP 88635,271.452186,-30.42365,K0III
HIP 88745 A,271.756698,30.561868,F7V
HIP 88771,271.837586,9.563653,A4IVs
HIP 88972,272.406883,38.458915,K2V
HIP 89042,272.609415,-62.002768,G1V
HIP 89937,275.259746,72.733698,F7Vvar
HIP 89962,275.328836,-2.897122,K0III-IV
HIP 90139,275.92453,21.769753,K0
HIP 90496,276.99279,-25.421247,K1IIIB
HIP 91262,279.234108,38.782993,A0Vvar
HIP 91438,279.722697,-21.051502,G5V
HIP 92043,281.415547,20.547124,F6V
HIP 92161,281.755093,18.18123,A5III
HD 176051,284.256123,32.901624,G0V
HIP 93506 A,285.653014,-29.880114,A3IV
HIP 93747,286.352552,13.86371,A0Vn
HIP 93825 A,286.604332,-37.062757,F8/G0V
HIP 94376,288.138146,67.661317,G9III
HIP 95447,291.24071,11.942851,G8IVvar
HIP 95501,291.373969,3.114579,F2IV
HIP 96100,293.085777,69.665402,G9.0V
HIP 96441,294.110593,50.220463,F4V
HIP 96895,295.454538,50.525446,G2V
HIP 97649,297.694509,8.867385,A7IV-V
HIP 98036,298.828192,6.407933,G8IVvar
HIP 98495,300.148132,-72.910507,A0 Va
HD 190360,300.90394,29.898079,G6IV+...
HIP 99240,302.174417,-66.179321,G8.0IV
HIP 99461,302.798368,-36.097384,K2.5V
HIP 100017,304.377635,66.852966,G3V
HD 196067,310.433716,-75.3508,G1 V
HIP 102333,311.009111,-51.920841,A7III/IV
HIP 102422,311.321953,61.836794,K0IV
HIP 102431,311.338319,57.580298,F8IV-V
HIP 102485,311.524025,-25.270517,F5V
HIP 102488,311.551801,33.969453,K0III
HIP 104214,316.711813,38.741494,K5.0V
HIP 104217,316.717468,38.734414,K7.0V
HIP 104239 A,316.792295,-13.922816,K1V
HIP 104858 A,318.619959,10.007719,F5V+...
HIP 104887 A,318.697278,38.04432,F1IV
HIP 105090,319.323797,-38.864575,K9.0V
HIP 105199,319.64409,62.585455,A7IV-V
HIP 105312 A,319.941683,-26.352011,G5V
HIP 105858,321.610384,-65.368144,F7V
HD 204941,323.098683,-20.957119,K1/2V
GJ 832,323.391734,-49.007018,M1.5V
HIP 107089,325.368638,-77.389462,K0III
HIP 107310 A,326.035019,28.743222,F6V
HIP 107556,326.759522,-16.126566,A5mF2 (IV)
HIP 107649,327.065037,-47.302898,G0V
eps Ind A,330.822665,-56.779806,K4V
HIP 108917 A,330.946508,64.627754,Am
HIP 109176,331.751977,25.345046,F5V
HIP 109268,332.058258,-46.960976,B7 IV
GJ 849,332.415341,-4.640681,M3
HIP 109427,332.549249,6.197789,A2V
HIP 109857,333.756996,57.043465,F0IV
HIP 110109,334.563261,-53.625536,G3V
HIP 110960 A,337.207502,-0.020063,F3III-IV
HIP 111169,337.822906,50.28249,A0
HIP 112447,341.672673,12.174084,F7V
HIP 112724,342.420074,66.200409,K0 III
HIP 112748,342.500793,24.60158,G8 III
HD 216437,343.664822,-70.073887,G2/3IV
51 Peg,344.366044,20.768684,G5V
Fomalhaut,344.411773,-29.621837,A3V
HIP 113576,345.069549,-22.524488,K5/M0V
HIP 113638,345.220062,-52.754135,G8/K0 III
HIP 114570,348.137179,49.405975,F0V
HD 219077,348.524914,-62.698971,G8V
HIP 114996,349.35755,-58.235928,F3IV/V
HD 220773,351.614349,8.643845,F9
HIP 116085,352.837291,59.165242,K2V
HIP 116584,354.390449,46.459176,G8III-IV
HD 222155,354.501282,48.996521,G2 V
gam Cep,354.837425,77.631967,K1IV
HIP 116771,354.986751,5.627354,F7V
HIP 117712,358.102171,75.544486,K3V
HIP 118268,359.827881,6.863321,F5
GJ 317,130.24673,-23.456289,M2.5 V
